CASEID	v3	v1	v2	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v17_jp	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v84_tw1	v84_tw2	v84_tw3	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	s1_cjt	s2_cjt	cn_frcap	jp_frcap	tw_frcap	sex	age	marital	relig	topbot	urbrural	cn_reg	jp_reg	kr_reg	tw_reg	happy	happy_kr	educyrs	degree	inschl	wrkst	fullpart	wrkhrs	empcntrt	wrktype	whynowrk	isco88	cn_rinc	jp_rinc	kr_rinc	tw_rinc	cn_rincx	jp_rincx	kr_rincx	tw_rincx	hhdnum	cn_hinc	jp_hinc	kr_hinc	tw_hinc	rltvhinc	weight	spage	spedyrs	spdegr	spinschl	spwrkst	spfullpt	spwrkhrs	spempcnt	spwktype	spnowrk	spisco88	cn_spinc	jp_spinc	kr_spinc	tw_spinc	cn_sincx	jp_sincx	kr_sincx	tw_sincx	paedyrs	padegr	maedyrs	madegr
3744	1431	2008	2	1	2	4	1	2	2	2	3	3	3	3	3	2	 	4	2	4	4	3	4	3	3	2	4	2	2	4	2	2	2	3	3	3	2	1	2	2	2	4	2	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	2	 	 	 	4	4	4	4	4	4	3	3	4	4	2	 	1	1	1	 	 	 	1	 	5	5	5	2	2	 	2	 	1	37	3	10	6	2	 	2	 	 	3	 	9	2	0	1	2	32	1	3	 	7100	 	7	 	 	 	0	 	 	2	 	7	 	 	2	1.19601129807934	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3745	1433	2008	2	1	2	4	 	2	1	2	4	5	5	5	5	2	 	4	2	6	5	4	2	4	4	3	6	1	1	2	4	1	3	2	4	4	 	 	 	 	 	4	1	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	3	4	4	2	6	4	5	3	5	2	2	1	1	2	1	1	2	1	1	1	5	5	5	2	2	 	2	 	2	37	5	7	2	3	 	2	 	 	2	 	12	3	0	1	2	30	2	2	 	3221	 	5	 	 	 	0	 	 	4	 	 	 	 	3	1.00685467305535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	2	9	2
3746	1435	2008	2	2	2	3	 	3	3	3	3	5	5	5	3	2	 	4	4	6	5	6	3	6	4	2	5	2	1	2	2	2	2	2	3	3	2	1	2	2	2	5	1	2	2	1	2	2	2	 	2	2	2	1	1	1	 	1	2	2	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	4	2	6	2	2	2	6	5	3	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	2	 	2	 	1	36	1	1	8	2	 	2	 	 	3	 	18	6	0	1	1	80	1	3	 	2131	 	14	 	 	 	0	 	 	3	 	14	 	 	3	1.19601129807934	37	14	4	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	16	5	16	5
3747	1436	2008	2	3	4	4	1	2	2	2	3	3	4	4	2	2	 	3	4	4	4	4	3	3	2	4	4	2	1	3	2	3	2	3	3	5	 	 	 	 	 	4	2	1	1	1	2	2	1	 	2	1	1	1	2	2	 	2	2	2	1	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	4	4	7	2	2	2	5	3	4	2	2	2	2	2	2	2	1	1	1	1	3	3	3	2	2	 	2	 	1	36	1	1	6	2	 	2	 	 	1	 	16	5	0	1	1	55	1	3	 	2141	 	8	 	 	 	0	 	 	3	 	8	 	 	2	1.19601129807934	30	16	5	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	9	2	9	2
3748	1439	2008	2	2	2	2	 	4	2	2	4	5	5	5	2	2	 	4	2	5	3	4	4	4	5	3	3	2	2	3	3	2	3	2	3	2	1	1	2	1	2	3	2	1	2	2	2	2	1	 	1	1	1	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	5	5	6	5	4	4	2	2	3	2	2	1	1	2	1	1	2	1	1	1	2	3	3	2	1	 	2	 	1	35	1	10	4	2	 	2	 	 	2	 	16	5	0	1	1	50	1	3	 	7231	 	9	 	 	 	0	 	 	2	 	9	 	 	2	1.19601129807934	46	12	3	0	1	2	30	2	3	 	4121	 	 	 	 	 	 	 	 	12	3	12	3
3749	1442	2008	2	1	4	4	2	4	2	2	3	4	4	4	2	1	 	4	3	6	4	6	3	4	6	4	3	2	2	2	2	1	1	2	4	3	 	 	 	 	 	4	2	2	1	2	2	2	2	 	2	2	2	2	2	2	 	1	2	1	2	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	4	3	 	 	 	3	3	7	2	5	6	3	4	2	1	2	2	1	2	1	1	2	1	1	1	5	5	5	2	2	 	 	 	2	34	1	1	9	2	 	2	 	 	2	 	14	4	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	5	 	7	 	 	2	1.00685467305535	37	12	3	0	1	1	78	1	3	 	5122	 	7	 	 	 	0	 	 	16	5	12	3
3750	1443	2008	2	2	2	4	 	2	1	2	2	2	5	5	3	1	 	5	6	5	4	7	2	7	6	4	7	3	1	3	2	2	1	2	5	3	2	1	2	2	2	3	2	2	1	1	2	2	2	 	1	2	1	1	1	1	 	1	2	1	1	1	 	1	1	1	1	1	1	 	1	1	2	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	5	4	7	4	2	3	5	2	5	1	2	1	1	1	1	1	2	2	2	1	2	2	2	2	1	 	1	 	2	34	5	1	7	1	 	2	 	 	2	 	16	5	0	1	1	60	1	3	 	4121	 	12	 	 	 	0	 	 	1	 	12	 	 	4	1.00685467305535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3751	1444	2008	2	2	3	4	1	2	1	2	3	2	5	5	3	1	 	6	3	6	4	6	4	3	3	4	3	2	3	3	2	4	2	4	3	4	 	 	 	 	 	4	2	2	1	1	2	2	2	 	2	2	1	1	1	2	 	2	2	2	2	2	 	1	1	2	1	1	1	 	1	1	2	1	1	1	 	1	1	2	1	1	1	3	3	 	 	 	3	4	6	3	3	3	6	5	4	2	2	2	1	1	1	2	2	1	2	1	5	4	5	2	1	 	2	 	2	34	1	1	8	1	 	2	 	 	3	 	14	4	0	1	1	40	1	3	 	 	 	7	 	 	 	0	 	 	3	 	14	 	 	4	1.00685467305535	38	18	6	0	1	1	50	1	3	 	3415	 	13	 	 	 	0	 	 	18	6	12	3
3752	1445	2008	2	3	3	2	 	2	2	3	2	2	5	5	5	1	 	6	6	3	3	6	4	4	5	5	4	3	2	2	2	3	2	2	3	4	 	 	 	 	 	4	2	2	1	1	2	2	2	 	2	2	1	1	1	2	 	2	2	2	1	1	 	1	1	1	1	1	1	 	1	1	2	1	1	1	 	1	1	2	1	1	1	2	5	 	 	 	5	5	6	2	5	4	4	3	3	1	2	1	1	2	1	1	2	2	2	2	2	3	2	2	1	 	2	 	2	34	1	1	5	2	 	2	 	 	2	 	16	5	0	1	1	42	1	3	 	4100	 	 	 	 	 	 	 	 	2	 	 	 	 	4	1.00685467305535	38	16	5	0	1	1	45	1	3	 	4100	 	 	 	 	 	 	 	 	16	5	14	4
3753	1446	2008	2	2	4	4	 	2	2	2	3	3	4	4	2	2	 	4	5	4	4	4	3	6	4	6	6	2	2	3	4	2	3	2	4	5	 	 	 	 	 	6	1	2	1	2	1	2	2	 	1	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	4	4	4	4	5	4	5	3	4	2	2	1	1	2	1	2	2	2	2	2	5	5	5	2	2	 	2	 	2	34	5	1	6	3	 	2	 	 	4	 	12	3	0	1	1	40	1	3	 	3415	 	8	 	 	 	0	 	 	3	 	 	 	 	2	1.00685467305535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3754	1448	2008	2	2	2	3	 	2	3	3	4	4	4	4	3	2	 	3	2	6	7	7	7	7	6	1	6	3	2	2	2	2	2	2	2	5	 	 	 	 	 	2	1	1	1	1	1	2	2	 	2	2	1	2	1	1	 	1	2	2	1	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	2	2	2	2	2	2	2	3	 	 	 	2	4	6	4	4	4	4	3	3	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	2	 	2	 	2	33	5	1	6	2	 	2	 	 	2	 	18	6	0	1	2	22	1	3	 	2451	 	 	 	 	 	 	 	 	3	 	 	 	 	4	1.00685467305535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	5	12	3
3755	1449	2008	2	1	2	4	 	2	2	2	2	2	4	4	3	1	 	5	4	4	5	6	5	5	5	3	5	2	2	3	2	2	2	2	3	5	 	 	 	 	 	3	2	2	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	2	1	2	1	1	1	 	2	1	2	2	1	1	 	2	2	2	2	1	1	4	4	 	 	 	5	5	6	5	6	4	4	4	4	4	2	2	1	2	1	1	2	1	1	1	3	5	5	2	2	 	 	 	2	33	5	1	4	2	 	2	 	 	1	 	16	5	0	5	 	 	 	 	1	 	 	 	 	 	 	4000	 	 	1	 	8	 	 	2	1.00685467305535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3756	1450	2008	2	3	3	3	 	2	3	3	3	3	3	3	3	3	 	5	3	3	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	5	 	 	 	 	 	4	2	2	2	1	2	2	2	 	2	2	2	1	1	2	 	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	 	1	1	3	3	 	 	 	2	3	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	1	 	2	 	2	33	5	1	6	2	 	2	 	 	2	 	12	3	0	1	2	18	2	3	 	5220	 	2	 	 	 	0	 	 	2	 	 	 	 	1	1.00685467305535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	4
3757	1452	2008	2	1	4	4	 	1	1	1	2	3	3	3	1	1	 	3	1	7	1	7	4	1	5	7	7	2	1	4	2	2	3	3	3	2	2	1	1	2	2	5	2	2	1	1	2	2	1	 	1	2	1	1	1	2	 	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	2	2	2	2	2	1	2	5	 	 	 	2	7	7	1	1	1	4	3	4	4	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	 	1	 	1	33	1	1	8	1	 	2	 	 	1	 	16	5	0	1	1	45	1	3	 	2132	 	17	 	 	 	0	 	 	2	 	17	 	 	5	1.19601129807934	29	18	6	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	12	3	12	3
3758	1455	2008	2	3	4	4	 	3	2	3	3	3	3	3	2	2	 	4	3	3	3	5	2	4	4	4	6	2	1	2	2	3	3	1	2	3	2	1	2	2	2	5	2	2	1	1	2	2	2	 	1	1	2	2	1	2	 	1	1	1	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	2	2	2	2	2	2	3	3	 	 	 	4	4	4	4	5	4	4	3	5	2	2	1	2	2	1	1	2	2	2	1	5	5	5	2	1	 	1	 	2	32	5	1	4	1	 	2	 	 	3	 	16	5	0	1	1	40	1	3	 	4100	 	6	 	 	 	0	 	 	1	 	6	 	 	4	1.00685467305535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3759	1456	2008	2	4	4	4	1	4	2	2	4	2	1	4	2	2	 	4	6	5	2	3	2	4	2	2	7	3	2	4	2	2	1	5	5	5	 	 	 	 	 	1	2	2	1	1	2	2	2	 	1	2	2	2	1	2	 	2	2	2	2	1	 	2	2	2	2	1	1	 	2	2	2	2	2	2	 	2	2	2	2	1	1	3	1	 	 	 	4	3	4	3	2	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	2	2	 	 	 	2	32	1	1	4	2	 	2	 	 	4	 	12	3	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	3	 	10	 	 	3	1.00685467305535	42	16	5	0	1	 	 	1	2	 	3415	 	10	 	 	 	0	 	 	9	2	 	 
3760	1457	2008	2	3	4	4	 	2	2	2	2	2	2	2	1	1	 	4	4	5	5	4	5	3	3	3	4	2	1	3	3	2	2	2	3	2	1	2	2	2	2	5	2	2	1	2	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	3	3	 	 	 	4	3	5	6	6	6	5	5	4	4	2	2	2	2	1	1	2	1	2	1	5	5	5	2	2	 	2	 	1	32	1	1	4	2	 	2	 	 	2	 	12	3	0	1	1	45	1	3	 	7124	 	9	 	 	 	0	 	 	2	 	9	 	 	3	1.19601129807934	35	12	3	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	12	3	12	3
3761	1461	2008	2	2	4	4	1	2	2	2	4	5	5	5	2	1	 	5	5	3	4	6	2	4	5	4	6	2	1	2	2	2	3	2	3	4	 	 	 	 	 	4	2	2	1	1	2	2	2	 	1	2	1	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	4	3	5	3	3	4	4	4	2	2	2	2	1	2	2	1	2	2	2	1	5	5	5	2	2	 	 	 	2	31	1	1	3	2	 	2	 	 	1	 	12	3	0	5	 	 	 	 	6	 	 	 	 	 	 	 	 	 	3	 	9	 	 	2	1.00685467305535	35	12	3	0	1	1	78	1	3	 	3415	 	9	 	 	 	0	 	 	12	3	12	3
3762	1462	2008	2	2	4	3	1	2	2	2	4	4	4	4	3	3	 	4	3	3	4	5	4	6	2	4	6	1	1	2	2	4	2	1	2	3	1	1	2	1	2	7	1	1	1	2	2	2	2	 	1	2	2	2	1	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	4	3	 	 	 	2	2	4	5	4	4	4	2	4	2	2	1	1	2	1	1	2	1	1	1	5	5	5	2	2	 	2	 	1	31	3	1	3	3	 	2	 	 	2	 	12	3	0	1	1	40	1	3	 	3415	 	7	 	 	 	0	 	 	1	 	7	 	 	2	1.19601129807934	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3
3763	1463	2008	2	2	3	4	 	2	2	2	5	3	5	5	2	1	 	3	3	6	5	6	2	3	3	4	4	2	1	2	1	2	2	2	3	3	2	2	2	2	2	2	1	2	1	1	2	2	2	 	2	1	1	2	1	2	 	2	2	1	2	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	4	5	5	5	4	5	6	4	5	2	2	1	1	2	1	1	1	2	2	1	2	2	2	2	1	 	1	 	2	31	1	1	6	2	 	2	 	 	2	 	16	5	0	1	1	45	1	3	 	4100	 	8	 	 	 	0	 	 	2	 	13	 	 	3	1.00685467305535	29	18	6	0	1	1	50	1	2	 	2310	 	9	 	 	 	0	 	 	12	3	12	3
3764	1464	2008	2	2	3	3	 	3	2	2	3	3	3	2	2	2	 	4	3	3	3	3	4	3	3	3	4	2	2	3	3	3	3	3	3	4	 	 	 	 	 	7	1	2	1	2	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	2	2	2	2	2	2	 	1	1	1	1	1	1	 	1	2	2	2	2	1	3	4	 	 	 	3	4	4	3	3	3	3	3	5	3	2	2	2	2	1	1	2	2	2	2	4	4	5	2	2	 	2	 	1	30	5	1	5	3	 	2	 	 	3	 	16	5	0	1	1	55	1	3	 	3413	 	7	 	 	 	0	 	 	1	 	7	 	 	2	1.19601129807934	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3765	1467	2008	2	2	4	3	1	2	2	3	5	2	5	5	3	3	 	6	7	5	3	3	2	4	5	5	5	2	1	3	2	3	2	1	2	4	 	 	 	 	 	4	2	2	1	1	1	2	2	 	2	2	2	2	2	1	 	2	1	2	2	2	 	2	1	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	3	3	5	3	3	3	6	7	7	7	2	1	1	2	1	2	2	2	2	2	4	5	5	2	2	 	2	 	2	30	1	1	7	2	 	2	 	 	2	 	14	4	0	1	1	48	1	2	 	3229	 	7	 	 	 	0	 	 	4	 	11	 	 	2	1.00685467305535	35	12	3	0	1	1	60	1	3	 	3415	 	7	 	 	 	0	 	 	12	3	12	3
3766	1469	2008	2	3	3	4	 	3	1	2	2	2	5	5	5	2	 	6	5	5	5	6	3	6	6	5	5	2	2	3	2	2	2	2	3	5	 	 	 	 	 	4	1	2	1	1	2	2	2	 	2	2	2	1	1	1	 	1	1	2	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	6	6	7	3	3	3	1	1	5	1	2	1	1	2	2	1	2	2	2	2	3	3	3	2	2	 	2	 	1	30	5	1	6	2	 	2	 	 	3	 	12	3	0	2	1	40	 	 	 	4190	 	8	 	 	 	0	 	 	1	 	8	 	 	4	1.19601129807934	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3767	1470	2008	2	4	4	4	 	1	2	2	2	2	4	3	3	2	 	3	3	4	5	4	4	3	2	3	4	2	1	4	2	4	2	2	4	3	2	2	2	2	2	4	1	2	1	1	1	2	2	 	1	2	2	1	1	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	6	5	4	2	2	2	7	4	5	1	2	1	1	1	1	1	2	2	2	2	3	3	3	2	2	 	2	 	1	30	5	1	7	1	 	2	 	 	1	 	16	5	0	1	1	40	1	3	 	4100	 	12	 	 	 	0	 	 	2	 	14	 	 	4	1.19601129807934	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	6	16	5
3768	1473	2008	2	1	3	4	 	3	4	4	4	4	4	4	4	4	 	4	4	3	5	6	3	3	2	4	3	2	1	3	3	2	3	3	3	5	 	 	 	 	 	4	2	2	1	1	2	2	2	 	2	2	2	2	2	1	 	1	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	2	1	2	1	1	1	3	3	 	 	 	4	2	5	1	2	4	4	4	3	1	2	1	1	1	1	1	1	2	1	1	3	4	5	2	2	 	2	 	1	29	5	1	4	2	 	2	 	 	3	 	12	3	0	1	1	45	1	3	 	3121	 	 	 	 	 	 	 	 	1	 	7	 	 	2	1.51681696463732	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3769	1474	2008	2	2	4	4	 	3	3	3	3	3	5	5	5	3	 	6	6	2	3	5	4	2	2	2	4	4	3	4	3	3	3	3	3	5	 	 	 	 	 	3	1	2	1	1	1	2	1	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	1	2	 	 	 	6	5	6	1	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	3	3	3	2	1	 	 	 	1	29	5	1	6	2	 	2	 	 	1	 	16	5	0	5	 	 	 	 	1	 	 	 	 	 	 	3000	 	 	1	 	7	 	 	1	1.51681696463732	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	5	14	4
3770	1475	2008	2	2	4	3	 	1	2	3	3	4	3	4	2	2	 	4	4	5	6	6	4	5	3	3	6	2	3	4	2	2	2	2	5	5	 	 	 	 	 	5	2	2	1	2	2	2	2	 	2	2	2	1	1	2	 	2	2	2	1	1	 	1	1	2	1	1	1	 	1	1	2	1	1	1	 	1	1	2	2	1	1	2	3	 	 	 	3	4	5	4	4	4	5	6	3	2	2	1	1	2	1	1	2	2	2	1	3	3	3	2	1	 	 	 	2	29	1	1	6	2	 	2	 	 	1	 	17	6	1	5	 	 	 	 	6	 	 	 	 	 	 	0	 	 	2	 	8	 	 	3	1.37396066562405	28	16	5	0	1	1	45	1	3	 	3415	 	8	 	 	 	0	 	 	16	5	12	3
3771	1476	2008	2	1	4	4	 	3	2	3	3	3	4	4	3	2	 	4	4	4	5	5	4	4	4	5	5	3	3	4	2	3	3	2	3	5	 	 	 	 	 	7	2	2	1	2	2	2	2	 	2	2	2	2	2	1	 	2	2	1	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	3	4	3	2	4	5	1	1	3	1	2	1	2	2	2	2	2	2	1	1	4	5	5	2	2	 	2	 	2	28	5	1	5	2	 	2	 	 	2	 	12	3	0	1	1	40	1	3	 	8282	 	3	 	 	 	0	 	 	4	 	7	 	 	2	1.37396066562405	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	2	9	2
3772	1477	2008	2	1	4	4	1	3	2	3	4	4	5	5	5	1	 	6	2	5	4	5	4	3	5	5	7	2	2	3	1	1	4	2	5	4	 	 	 	 	 	3	1	2	1	1	2	2	2	 	2	2	2	2	2	1	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	4	3	 	 	 	5	4	7	1	4	2	6	6	5	2	2	1	1	2	1	1	1	2	2	1	2	3	3	2	2	 	 	 	2	28	1	1	6	2	 	2	 	 	1	 	16	5	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	4	 	10	 	 	3	1.37396066562405	31	16	5	0	1	1	50	1	3	 	5122	 	10	 	 	 	0	 	 	16	5	12	3
3773	1484	2008	2	2	4	4	 	2	2	3	4	3	5	5	4	1	 	4	4	5	3	7	2	3	4	3	4	3	2	3	3	1	3	1	4	2	1	2	2	2	2	4	2	2	1	1	2	2	2	 	1	2	2	2	2	2	 	1	2	2	2	2	 	2	1	2	1	1	1	 	2	1	2	1	1	1	 	2	1	2	1	1	1	3	3	 	 	 	5	6	5	2	2	2	3	2	3	2	2	2	2	2	2	1	2	2	2	1	5	5	5	2	2	 	2	 	1	27	1	7	7	2	 	2	 	 	3	 	14	4	0	1	 	 	2	3	 	3121	 	8	 	 	 	0	 	 	5	 	10	 	 	2	1.51681696463732	26	12	3	0	1	1	50	1	2	 	3225	 	6	 	 	 	0	 	 	9	2	12	3
3774	1486	2008	2	4	4	4	 	2	2	2	2	1	5	5	5	1	 	6	5	6	4	6	6	4	6	6	6	2	1	4	2	2	5	2	2	5	 	 	 	 	 	5	1	2	1	1	1	2	2	 	2	2	2	2	2	1	 	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	 	 	 	6	4	6	2	2	2	3	3	4	2	2	2	2	2	2	2	2	2	2	2	3	3	4	2	2	 	2	 	1	26	5	1	6	2	 	2	 	 	2	 	18	6	0	1	1	40	1	1	 	4100	 	 	 	 	 	 	 	 	1	 	 	 	 	3	1.51681696463732	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3775	1487	2008	2	2	2	4	 	3	3	3	4	4	4	4	4	2	 	6	6	6	5	4	3	4	5	4	4	2	3	3	2	2	2	2	4	5	 	 	 	 	 	4	1	2	1	1	2	2	2	 	1	2	1	1	1	2	 	1	2	1	2	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	 	 	 	 	2	2	4	4	4	4	5	3	5	1	2	1	1	2	1	1	2	 	2	2	5	4	5	2	2	 	2	 	2	26	5	1	7	2	 	2	 	 	2	 	14	4	0	1	1	50	1	2	 	2332	 	 	 	 	 	 	 	 	5	 	 	 	 	 	1.37396066562405	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	4	16	5
3776	1488	2008	2	4	4	4	 	2	2	2	4	3	5	5	2	1	 	6	6	5	5	6	2	3	5	6	6	3	2	3	3	2	2	2	4	3	2	1	2	2	2	5	2	2	1	1	2	2	2	 	2	2	1	1	2	2	 	2	2	2	1	1	 	1	1	1	1	1	1	 	2	1	2	2	1	1	 	1	1	1	1	1	1	3	3	 	 	 	5	6	6	1	1	3	3	3	4	2	2	1	1	2	1	1	2	1	1	1	4	3	3	2	1	 	2	 	1	26	1	1	4	2	 	2	 	 	2	 	12	3	0	1	1	50	1	3	 	3471	 	7	 	 	 	0	 	 	2	 	7	 	 	2	1.51681696463732	30	12	3	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	12	3	12	3
3777	1489	2008	2	2	4	4	 	2	2	3	4	4	4	4	2	2	 	4	3	4	3	5	3	3	3	3	4	1	1	2	2	2	2	2	3	4	 	 	 	 	 	2	1	2	1	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	4	2	4	5	5	4	4	2	5	2	2	1	1	1	1	1	2	2	1	1	4	4	4	2	2	 	2	 	1	26	5	1	5	2	 	2	 	 	3	 	16	5	0	1	1	43	1	3	 	2131	 	 	 	 	 	 	 	 	4	 	 	 	 	3	1.51681696463732	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	3	12	3
3778	1491	2008	2	2	3	3	 	2	1	1	4	4	5	5	5	1	 	7	4	4	4	4	3	3	5	3	6	1	1	3	3	1	1	1	1	2	2	1	2	2	2	3	1	1	1	1	2	2	2	 	2	2	2	2	2	2	 	1	1	2	1	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	5	4	7	4	4	4	6	6	5	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	 	2	 	1	25	5	1	6	1	 	2	 	 	1	 	 	6	1	1	2	20	2	2	 	2310	 	7	 	 	 	0	 	 	3	 	 	 	 	3	1.51681696463732	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	5	12	3
3779	1494	2008	2	4	4	4	 	1	1	3	4	2	4	4	2	1	 	4	4	4	3	4	3	4	4	4	6	2	1	3	2	2	2	2	3	5	 	 	 	 	 	5	2	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	4	3	2	6	4	2	6	3	5	2	2	1	1	2	1	1	2	1	1	2	5	5	5	2	2	 	 	 	2	25	5	1	5	3	 	2	 	 	2	 	14	4	0	5	 	 	 	 	6	 	 	 	 	 	 	3000	 	 	6	 	 	 	 	3	1.37396066562405	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	4	14	4
